year,GEOID,tot_units,tot_vac_units,pct_vac,tot_occ_units,renter_occ_units,pct_rent,tot_pop_rou,med_hh_inc_rou,med_hh_inc_rou_2020_adj,med_yr_blt_rou,med_yr_moved_in_rou,med_gross_rent,med_gross_rent_2020_adj,med_rent_burden,tot_college_degree_rou,pct_college_deg_rou,tot_wh_rou,pct_wh_rou,tot_bl_rou,pct_bl_rou,tot_asn_rou,pct_asn_rou,tot_ltx_rou,pct_ltx_rou,tot_hh,tot_hh_pov,pct_pov
2013,10018,4342,805,0.23,3537,3164,0.89,6017,100214,111336,2000,2011,2001,2223,27.2,2272,0.72,1537,0.49,190,0.06,799,0.25,618,0.2,3537,321,0.09
2014,10018,4953,893,0.22,4060,3686,0.91,7170,93944,102704,2001,2011,2001,2188,28,2714,0.74,1760,0.48,231,0.06,981,0.27,629,0.17,4060,444,0.11
2015,10018,5546,834,0.18,4712,4261,0.9,8254,102464,111886,2002,2012,2784,3040,28.1,3140,0.74,2118,0.5,296,0.07,1057,0.25,654,0.15,4712,483,0.1
2016,10018,5910,954,0.19,4956,4554,0.92,8795,102350,110369,2003,2012,2849,3072,26.9,3200,0.7,2326,0.51,258,0.06,1110,0.24,743,0.16,4956,513,0.1
2017,10018,5859,866,0.17,4993,4586,0.92,8798,104905,110765,2003,2012,3008,3176,26.4,3190,0.7,2213,0.48,281,0.06,1267,0.28,708,0.15,4993,501,0.1
2018,10018,5940,845,0.17,5095,4633,0.91,8692,106616,109887,2004,2013,3163,3260,26.5,3252,0.7,2259,0.49,259,0.06,1264,0.27,678,0.15,5095,584,0.11
2019,10018,5540,813,0.17,4727,4202,0.89,7680,120455,121941,2004,2014,3371,3413,26.8,3015,0.72,2097,0.5,198,0.05,1178,0.28,644,0.15,4727,501,0.11
2020,10018,5154,833,0.19,4321,3755,0.87,7055,123750,123750,2004,2014,3287,3287,25.8,2822,0.75,1782,0.47,128,0.03,1160,0.31,649,0.17,4321,397,0.09
2012,10019,30550,6494,0.27,24056,19473,0.81,32831,73331,82663,1964,2004,1875,2114,27.2,13373,0.69,12399,0.64,1422,0.07,2613,0.13,2972,0.15,24056,2656,0.11
2013,10019,31260,7840,0.33,23420,18873,0.81,30995,78632,87359,1965,2005,1984,2204,27.9,13351,0.71,11892,0.63,1361,0.07,2484,0.13,3077,0.16,23420,2633,0.11
2014,10019,31840,8234,0.35,23606,19265,0.82,31355,82489,90181,1965,2006,2001,2188,28.1,13757,0.71,12328,0.64,1266,0.07,2423,0.13,3157,0.16,23606,2526,0.11
2015,10019,31998,8852,0.38,23146,18898,0.82,31258,89274,97483,1966,2008,2169,2368,27.8,13611,0.72,11959,0.63,1167,0.06,2655,0.14,2890,0.15,23146,2619,0.11
2016,10019,32638,9173,0.39,23465,19281,0.82,31961,88119,95023,1966,2009,2211,2384,27.4,13805,0.72,12031,0.62,1141,0.06,2719,0.14,3023,0.16,23465,2682,0.11
2017,10019,32827,8315,0.34,24512,19839,0.81,33025,91930,97065,1968,2010,2251,2377,27.1,14112,0.71,12306,0.62,1061,0.05,2745,0.14,3250,0.16,24512,2825,0.12
2018,10019,33077,7649,0.3,25428,20364,0.8,34487,89026,91757,1967,2011,2139,2205,25.8,14226,0.7,12187,0.6,1036,0.05,3088,0.15,3486,0.17,25428,3009,0.12
2019,10019,33354,7196,0.28,26158,20532,0.78,35593,100463,101702,1968,2013,2096,2122,24.5,14475,0.7,12097,0.59,895,0.04,3398,0.17,3512,0.17,26158,3221,0.12
2020,10019,33471,6131,0.22,27340,21109,0.77,34873,97938,97938,1969,2015,2050,2050,25,14997,0.71,12115,0.57,1058,0.05,3577,0.17,4005,0.19,27340,3398,0.12
2012,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2013,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2014,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2015,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2016,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2017,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2018,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2019,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2020,10020,0,0,NA,0,0,NA,0,97938,97938,NA,2015,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA
2012,10021,29234,5857,0.25,23377,14082,0.6,24332,81163,91491,1960,2004,1846,2081,26.4,11015,0.78,11466,0.81,385,0.03,1259,0.09,879,0.06,23377,1621,0.07
2013,10021,29408,6233,0.27,23175,14034,0.61,23192,77699,86322,1959,2004,1859,2065,26.3,11082,0.79,11579,0.83,309,0.02,1276,0.09,800,0.06,23175,1736,0.07
2014,10021,29607,6103,0.26,23504,14128,0.6,23583,81055,88613,1960,2006,1876,2051,25.5,10932,0.77,11697,0.83,334,0.02,1317,0.09,681,0.05,23504,1903,0.08
2015,10021,29445,5706,0.24,23739,14430,0.61,24474,82122,89673,1961,2010,1913,2089,25.9,10900,0.76,11686,0.81,267,0.02,1355,0.09,943,0.07,23739,1669,0.07
2016,10021,29701,5143,0.21,24558,14399,0.59,24381,82006,88431,1958,2011,1961,2115,26.5,11252,0.78,11404,0.79,254,0.02,1387,0.1,1165,0.08,24558,2031,0.08
2017,10021,30615,5703,0.23,24912,13909,0.56,23116,92292,97447,1958,2011,2108,2226,26.4,11316,0.81,10721,0.77,193,0.01,1638,0.12,1113,0.08,24912,1787,0.07
2018,10021,30729,5733,0.23,24996,13744,0.55,23704,91416,94221,1961,2012,2149,2215,26.8,10861,0.79,10785,0.78,123,0.01,1387,0.1,1097,0.08,24996,1627,0.07
2019,10021,30246,6311,0.26,23935,13627,0.57,23676,92711,93855,1960,2013,2250,2278,27.3,10730,0.79,10445,0.77,20,0,1473,0.11,1223,0.09,23935,1633,0.07
2020,10021,29204,7120,0.32,22084,11931,0.54,21047,107753,107753,1961,2014,2363,2363,25.8,9850,0.83,9185,0.77,16,0,1564,0.13,901,0.08,22084,1668,0.08
2012,10022,22822,5318,0.3,17504,9405,0.54,15064,87933,99123,1953,2004,2001,2256,28.5,7360,0.78,7567,0.8,247,0.03,1004,0.11,398,0.04,17504,854,0.05
2013,10022,23047,5400,0.31,17647,9527,0.54,15353,91530,101688,1953,2005,2001,2223,28.1,7624,0.8,7601,0.8,185,0.02,1069,0.11,489,0.05,17647,886,0.05
2014,10022,23172,5620,0.32,17552,9149,0.52,14972,96709,105727,1954,2007,2001,2188,27.7,7397,0.81,7508,0.82,146,0.02,836,0.09,434,0.05,17552,947,0.05
2015,10022,23493,5601,0.31,17892,9198,0.51,15192,105746,115470,1954,2009,2259,2467,26.5,7625,0.83,7570,0.82,134,0.01,924,0.1,369,0.04,17892,937,0.05
2016,10022,23505,5886,0.33,17619,8794,0.5,14708,109300,117863,1955,2011,2386,2573,25,7260,0.83,7217,0.82,83,0.01,994,0.11,346,0.04,17619,948,0.05
2017,10022,23904,6031,0.34,17873,8759,0.49,14836,119807,126499,1954,2011,2463,2601,23.6,7312,0.83,7176,0.82,22,0,932,0.11,454,0.05,17873,849,0.05
2018,10022,24206,6157,0.34,18049,8595,0.48,14278,115483,119026,1955,2012,2514,2591,24,7032,0.82,6885,0.8,9,0,1004,0.12,555,0.06,18049,794,0.04
2019,10022,24266,6313,0.35,17953,9109,0.51,14959,117359,118807,1955,2013,2562,2594,23.1,7397,0.81,6996,0.77,12,0,1123,0.12,819,0.09,17953,893,0.05
2020,10022,23942,5965,0.33,17977,9201,0.51,14882,112677,112677,1957,2015,2540,2540,24.9,7582,0.82,6795,0.74,23,0,953,0.1,1240,0.13,17977,1077,0.06
2012,10023,39694,7084,0.22,32610,20248,0.62,35314,89299,100663,1939,2003,1902,2144,25.8,15475,0.76,15530,0.77,895,0.04,1920,0.09,1887,0.09,32610,3179,0.1
2013,10023,39994,7201,0.22,32793,20437,0.62,35551,89164,99060,1939,2004,1951,2168,25.1,15320,0.75,15576,0.76,847,0.04,2068,0.1,1930,0.09,32793,2964,0.09
2014,10023,40291,8044,0.25,32247,19329,0.6,33958,94679,103508,1939,2006,2001,2188,25.6,14869,0.77,14654,0.76,810,0.04,1817,0.09,1978,0.1,32247,2874,0.09
2015,10023,40991,8236,0.25,32755,19856,0.61,34642,100355,109583,1939,2009,2173,2373,25.5,15664,0.79,14769,0.74,815,0.04,2124,0.11,2017,0.1,32755,2888,0.09
2016,10023,41114,7970,0.24,33144,19627,0.59,33440,101024,108939,1939,2011,2256,2433,25,15343,0.78,14201,0.72,815,0.04,2134,0.11,2412,0.12,33144,2666,0.08
2017,10023,41182,8049,0.24,33133,19169,0.58,33577,107894,113921,1939,2011,2305,2434,23.9,15158,0.79,13321,0.69,796,0.04,2275,0.12,2389,0.12,33133,2938,0.09
2018,10023,41492,7799,0.23,33693,19610,0.58,34294,110064,113441,0,2012,2321,2392,24,15414,0.79,13747,0.7,998,0.05,2113,0.11,2383,0.12,33693,2980,0.09
2019,10023,41353,7064,0.21,34289,20922,0.61,35851,115282,116704,0,2012,2346,2375,22.5,16579,0.79,14832,0.71,1187,0.06,1991,0.1,2547,0.12,34289,3075,0.09
2020,10023,41828,8058,0.24,33770,20426,0.6,35496,118824,118824,1940,2014,2413,2413,23,16357,0.8,14655,0.72,1366,0.07,1986,0.1,1944,0.1,33770,2635,0.08
2012,10024,33785,4404,0.15,29381,19078,0.65,34602,82492,92990,1939,2002,1870,2108,26.4,14139,0.74,14266,0.75,1531,0.08,1257,0.07,2046,0.11,29381,2527,0.09
2013,10024,33944,4861,0.17,29083,18627,0.64,34346,82559,91722,1939,2003,1905,2116,26.8,13909,0.75,14041,0.75,1616,0.09,1330,0.07,1692,0.09,29083,2399,0.08
2014,10024,34038,5095,0.18,28943,18684,0.65,35212,76781,83941,1939,2005,1828,1998,27.3,13767,0.74,13710,0.73,1659,0.09,1321,0.07,2130,0.11,28943,2537,0.09
2015,10024,33948,5273,0.18,28675,18378,0.64,34669,79894,87240,1939,2006,1849,2019,25.8,13573,0.74,13485,0.73,1463,0.08,1337,0.07,2231,0.12,28675,2399,0.08
2016,10024,34354,5545,0.19,28809,18418,0.64,34079,81644,88041,1939,2008,1947,2100,26,13833,0.75,13812,0.75,1380,0.07,1394,0.08,2018,0.11,28809,2364,0.08
2017,10024,33872,5454,0.19,28418,17319,0.61,32230,94894,100194,1939,2010,2027,2140,24.1,13181,0.76,12946,0.75,1130,0.07,1230,0.07,2048,0.12,28418,2195,0.08
2018,10024,34032,5281,0.18,28751,17408,0.61,32120,103860,107047,0,2011,2174,2241,24,13471,0.77,13085,0.75,904,0.05,1363,0.08,2137,0.12,28751,2388,0.08
2019,10024,34221,6056,0.22,28165,16736,0.59,30533,109306,110654,0,2012,2281,2309,23.7,13072,0.78,12571,0.75,915,0.05,1310,0.08,1998,0.12,28165,2339,0.08
2020,10024,34929,6079,0.21,28850,18048,0.63,34508,112825,112825,0,2013,2536,2536,27.2,14732,0.82,14127,0.78,574,0.03,1335,0.07,1877,0.1,28850,2312,0.08
2012,10025,47669,4098,0.09,43571,34170,0.78,69864,54663,61619,1939,2001,1390,1567,27.5,21657,0.63,19025,0.56,5894,0.17,3219,0.09,7103,0.21,43571,7173,0.16
2013,10025,47503,4082,0.09,43421,33501,0.77,69997,53708,59669,1939,2001,1451,1612,28.1,21792,0.65,18376,0.55,5494,0.16,3477,0.1,7122,0.21,43421,7041,0.16
2014,10025,47926,4319,0.1,43607,33778,0.77,69911,57457,62815,1939,2002,1438,1572,28.8,21520,0.64,18002,0.53,5867,0.17,3260,0.1,7682,0.23,43607,7029,0.16
2015,10025,47945,4489,0.1,43456,32975,0.76,67881,58598,63986,1939,2004,1428,1559,29,20941,0.64,17626,0.53,5167,0.16,3137,0.1,7562,0.23,43456,6858,0.16
2016,10025,48196,5413,0.13,42783,31724,0.74,65142,62877,67803,1939,2006,1450,1564,28.5,20297,0.64,16760,0.53,4437,0.14,3039,0.1,7530,0.24,42783,6670,0.16
2017,10025,48734,6188,0.15,42546,30676,0.72,62788,61525,64962,1939,2007,1442,1523,29.4,19321,0.63,15676,0.51,4588,0.15,2886,0.09,8026,0.26,42546,6731,0.16
2018,10025,48359,6449,0.15,41910,29897,0.71,61765,63865,65824,0,2009,1531,1578,28.2,18240,0.61,15403,0.52,4756,0.16,2308,0.08,7921,0.26,41910,6229,0.15
2019,10025,48058,6703,0.16,41355,29612,0.72,62165,69318,70173,0,2010,1605,1625,26.4,18555,0.63,15473,0.52,3988,0.13,2519,0.09,7848,0.27,41355,6096,0.15
2020,10025,47372,7184,0.18,40188,27657,0.69,58444,71858,71858,0,2011,1621,1621,26.4,17603,0.64,14103,0.51,3549,0.13,2762,0.1,7573,0.27,40188,6169,0.15
2012,10026,16166,2054,0.15,14112,11650,0.83,29782,34679,39092,1947,2002,884,996,29.7,4172,0.36,2297,0.2,7169,0.62,329,0.03,2052,0.18,14112,3754,0.27
2013,10026,16315,1991,0.14,14324,11448,0.8,30209,34449,38272,1947,2002,914,1015,30.4,3861,0.34,2270,0.2,7136,0.62,258,0.02,2046,0.18,14324,3784,0.26
2014,10026,16374,1893,0.13,14481,11769,0.81,31338,37917,41453,1949,2003,944,1032,29.5,4271,0.36,2303,0.2,7230,0.61,287,0.02,2221,0.19,14481,3723,0.26
2015,10026,16384,1857,0.13,14527,11973,0.82,31788,38543,42087,1949,2004,992,1083,28.9,4585,0.38,2440,0.2,6960,0.58,467,0.04,2274,0.19,14527,3834,0.26
2016,10026,16585,1782,0.12,14803,12103,0.82,31585,43886,47324,1951,2005,1045,1127,28.2,4750,0.39,2539,0.21,7017,0.58,567,0.05,2224,0.18,14803,3725,0.25
2017,10026,17085,1684,0.11,15401,12556,0.82,32815,45173,47696,1951,2007,1089,1150,27.7,5122,0.41,2607,0.21,6974,0.56,596,0.05,2579,0.21,15401,3839,0.25
2018,10026,17091,1633,0.11,15458,13106,0.85,33170,48718,50213,1950,2008,1163,1199,27.2,5636,0.43,2667,0.2,7330,0.56,692,0.05,2592,0.2,15458,3819,0.25
2019,10026,17102,1623,0.1,15479,12779,0.83,31170,49356,49965,1951,2009,1230,1245,27.6,5390,0.42,2617,0.2,6838,0.54,673,0.05,2774,0.22,15479,3698,0.24
2020,10026,16910,1548,0.1,15362,12427,0.81,30978,54672,54672,1947,2010,1278,1278,27.3,5438,0.44,2269,0.18,6895,0.55,610,0.05,2600,0.21,15362,3133,0.2
2012,10027,26109,3057,0.13,23052,19982,0.87,46441,31200,35170,1948,2002,905,1020,30.9,7507,0.38,3984,0.2,9977,0.5,1362,0.07,4376,0.22,23052,6336,0.27
2013,10027,25762,2900,0.13,22862,19660,0.86,47360,32900,36551,1947,2002,950,1055,29.3,7655,0.39,4039,0.21,9411,0.48,1534,0.08,4428,0.23,22862,6316,0.28
2014,10027,25937,2972,0.13,22965,19840,0.86,47980,34436,37647,1949,2003,978,1069,29.7,7684,0.39,3994,0.2,9606,0.48,1343,0.07,4632,0.23,22965,6326,0.28
2015,10027,25538,2601,0.11,22937,19698,0.86,49346,35301,38547,1950,2004,1026,1120,29.9,7901,0.4,4073,0.21,9619,0.49,1476,0.07,4368,0.22,22937,6586,0.29
2016,10027,25698,2765,0.12,22933,19818,0.86,48832,37053,39956,1944,2006,1063,1146,30.3,8338,0.42,4450,0.22,9144,0.46,1324,0.07,4803,0.24,22933,6530,0.28
2017,10027,26298,2691,0.11,23607,20254,0.86,49842,38676,40836,1948,2007,1100,1161,29.7,8965,0.44,4749,0.23,9201,0.45,1374,0.07,4981,0.25,23607,6440,0.27
2018,10027,26506,2695,0.11,23811,20574,0.86,49124,39205,40408,1942,2009,1193,1230,30.9,9354,0.45,4589,0.22,9452,0.46,1376,0.07,5057,0.25,23811,6571,0.28
2019,10027,26629,2673,0.11,23956,20724,0.87,49847,43928,44470,1940,2010,1249,1264,29.7,9811,0.47,4993,0.24,8912,0.43,1462,0.07,5351,0.26,23956,5965,0.25
2020,10027,26597,2762,0.12,23835,20697,0.87,49383,48630,48630,0,2011,1274,1274,28.6,9936,0.48,5161,0.25,9094,0.44,1317,0.06,4953,0.24,23835,5278,0.22
2012,10028,28157,3418,0.14,24739,16592,0.67,28011,91404,103036,1953,2004,1930,2176,25.4,13219,0.8,13892,0.84,319,0.02,1214,0.07,938,0.06,24739,1382,0.06
2013,10028,27504,3272,0.14,24232,16501,0.68,27603,88200,97989,1954,2005,1944,2160,26.6,13176,0.8,13849,0.84,314,0.02,1239,0.08,954,0.06,24232,1445,0.06
2014,10028,27852,3004,0.12,24848,17050,0.69,29439,101734,111220,1954,2007,2001,2188,25.8,13606,0.8,14217,0.83,254,0.01,1368,0.08,852,0.05,24848,1493,0.06
2015,10028,27642,2701,0.11,24941,16777,0.67,29585,100354,109582,1956,2010,2081,2272,26.7,13378,0.8,14226,0.85,273,0.02,1230,0.07,731,0.04,24941,1338,0.05
2016,10028,28561,2724,0.11,25837,17577,0.68,31060,101076,108995,1956,2011,2187,2358,27.7,13962,0.79,13971,0.79,309,0.02,1939,0.11,1049,0.06,25837,1564,0.06
2017,10028,29368,2933,0.11,26435,17478,0.66,31858,106411,112355,1956,2011,2284,2412,27,14450,0.83,14256,0.82,211,0.01,1779,0.1,1126,0.06,26435,1551,0.06
2018,10028,28983,3665,0.14,25318,16595,0.66,30006,110240,113622,1956,2012,2329,2400,26.3,13652,0.82,13170,0.79,181,0.01,1949,0.12,1260,0.08,25318,1475,0.06
2019,10028,28499,3859,0.16,24640,16266,0.66,28778,107132,108454,1955,2013,2346,2375,26.2,13232,0.81,13052,0.8,251,0.02,1735,0.11,1189,0.07,24640,1381,0.06
2020,10028,29193,4219,0.17,24974,16564,0.66,29765,108815,108815,1958,2014,2373,2373,26.4,13112,0.79,13191,0.8,354,0.02,1825,0.11,1371,0.08,24974,1507,0.06
2012,10029,31735,2570,0.09,29165,27442,0.94,72140,30044,33867,1960,2001,794,895,29.4,7004,0.26,4008,0.15,8595,0.31,2030,0.07,13698,0.5,29165,7862,0.27
2013,10029,31607,2869,0.1,28738,26850,0.93,69406,30313,33677,1960,2002,853,948,30,7381,0.27,4209,0.16,8284,0.31,2213,0.08,12943,0.48,28738,7928,0.28
2014,10029,31919,2721,0.09,29198,27473,0.94,70481,29743,32516,1960,2002,885,968,30.8,7562,0.28,3948,0.14,8546,0.31,2260,0.08,13246,0.48,29198,8531,0.29
2015,10029,32559,2444,0.08,30115,28248,0.94,71355,29796,32536,1960,2003,886,967,30.5,8460,0.3,4091,0.14,8444,0.3,2444,0.09,13653,0.48,30115,9041,0.3
2016,10029,32833,2193,0.07,30640,28645,0.93,71313,30501,32891,1960,2004,911,982,30.3,9116,0.32,4773,0.17,8513,0.3,2565,0.09,13308,0.46,30640,9294,0.3
2017,10029,33769,2273,0.07,31496,29532,0.94,72950,31532,33293,1960,2005,895,945,30.2,9115,0.31,4604,0.16,9314,0.32,2787,0.09,13672,0.46,31496,9844,0.31
2018,10029,34108,2418,0.08,31690,29541,0.93,71583,31250,32209,1960,2006,923,951,30.5,8829,0.3,4601,0.16,9476,0.32,2707,0.09,13758,0.47,31690,9867,0.31
2019,10029,34488,3018,0.1,31470,29286,0.93,68532,30832,31212,1961,2007,914,925,31,8531,0.29,4645,0.16,9732,0.33,2483,0.08,13543,0.46,31470,9976,0.32
2020,10029,35038,3553,0.11,31485,29349,0.93,66368,31024,31024,1963,2010,974,974,31.4,8296,0.28,4434,0.15,9564,0.33,2717,0.09,13075,0.45,31485,10167,0.32
2012,10030,13984,1712,0.14,12272,10704,0.87,25226,26171,29501,1942,2003,779,878,31,2393,0.22,681,0.06,7941,0.74,238,0.02,2126,0.2,12272,3730,0.3
2013,10030,13304,1714,0.15,11590,10141,0.87,24183,27934,31034,1939,2003,823,914,30.8,2649,0.26,795,0.08,7384,0.73,260,0.03,1978,0.2,11590,3342,0.29
2014,10030,13398,1390,0.12,12008,10739,0.89,25816,28345,30988,1940,2004,884,966,31.3,2965,0.28,866,0.08,7852,0.73,124,0.01,2080,0.19,12008,3626,0.3
2015,10030,13217,1326,0.11,11891,10646,0.9,25396,29897,32646,1945,2006,905,988,31.1,2802,0.26,1095,0.1,7535,0.71,142,0.01,2188,0.21,11891,3411,0.29
2016,10030,13196,1318,0.11,11878,10789,0.91,26866,31281,33732,1944,2007,917,989,30.8,2889,0.27,1146,0.11,7483,0.69,166,0.02,2367,0.22,11878,3532,0.3
2017,10030,13563,1305,0.11,12258,10884,0.89,25766,31312,33061,1952,2008,944,997,30.3,3092,0.28,1153,0.11,7560,0.69,139,0.01,2383,0.22,12258,3364,0.27
2018,10030,13940,1204,0.09,12736,11265,0.88,25727,32492,33489,1951,2009,988,1018,31.3,3012,0.27,1240,0.11,7518,0.67,219,0.02,2301,0.2,12736,3543,0.28
2019,10030,13963,1275,0.1,12688,11200,0.88,26571,37222,37681,1951,2009,1023,1036,30.6,2989,0.27,1259,0.11,7350,0.66,275,0.02,2426,0.22,12688,3240,0.26
2020,10030,14119,1302,0.1,12817,11069,0.86,25520,38657,38657,1947,2008,1073,1073,30.1,3458,0.31,996,0.09,7041,0.64,370,0.03,2585,0.23,12817,3145,0.25
2012,10031,23105,2186,0.1,20919,18618,0.89,53449,32112,36198,1939,2001,1024,1154,34.3,5185,0.28,2632,0.14,7513,0.4,329,0.02,9215,0.49,20919,5716,0.27
2013,10031,22771,1989,0.1,20782,18473,0.89,53073,33332,37031,1939,2001,1062,1180,33.7,5483,0.3,3089,0.17,6986,0.38,307,0.02,9095,0.49,20782,5555,0.27
2014,10031,22970,2001,0.1,20969,18858,0.9,53277,34285,37482,1939,2002,1098,1200,33.5,5541,0.29,3087,0.16,7204,0.38,378,0.02,9116,0.48,20969,5903,0.28
2015,10031,23029,1838,0.09,21191,18986,0.9,53299,35999,39309,1939,2003,1150,1256,33.3,5698,0.3,3488,0.18,6905,0.36,440,0.02,9167,0.48,21191,5602,0.26
2016,10031,23483,1602,0.07,21881,19372,0.89,54211,38095,41080,1939,2005,1174,1266,33,6219,0.32,3885,0.2,6768,0.35,507,0.03,8807,0.45,21881,5516,0.25
2017,10031,23957,1683,0.08,22274,19612,0.88,54766,41476,43793,1939,2006,1240,1309,33.4,6408,0.33,4112,0.21,6401,0.33,564,0.03,9015,0.46,22274,5330,0.24
2018,10031,23802,1843,0.08,21959,19225,0.88,52391,44639,46009,0,2008,1365,1407,32.4,6767,0.35,4024,0.21,6215,0.32,661,0.03,8934,0.46,21959,5205,0.24
2019,10031,23795,2051,0.09,21744,18823,0.87,51268,48554,49153,0,2009,1425,1443,32.5,6915,0.37,4349,0.23,5697,0.3,630,0.03,8738,0.46,21744,4971,0.23
2020,10031,23809,1946,0.09,21863,18852,0.86,52069,51774,51774,0,2010,1503,1503,32.9,6714,0.36,4245,0.23,5769,0.31,624,0.03,8666,0.46,21863,5016,0.23
2012,10032,21398,1319,0.07,20079,18432,0.92,56469,33367,37613,1939,1999,992,1118,32.2,4690,0.25,2274,0.12,4843,0.26,805,0.04,11154,0.61,20079,5682,0.28
2013,10032,21019,1471,0.08,19548,18053,0.92,54565,32059,35617,1939,1999,1035,1150,33.2,5098,0.28,2426,0.13,4645,0.26,759,0.04,10786,0.6,19548,5757,0.29
2014,10032,21208,1387,0.07,19821,18373,0.93,54698,33816,36969,1939,2000,1091,1193,34,5613,0.31,2764,0.15,4512,0.25,749,0.04,10971,0.6,19821,5422,0.27
2015,10032,21691,1448,0.07,20243,18891,0.93,58374,35398,38653,1939,2001,1109,1211,33.7,5872,0.31,2750,0.15,4298,0.23,771,0.04,11747,0.62,20243,5468,0.27
2016,10032,21778,1638,0.08,20140,18723,0.93,58585,38842,41885,1939,2002,1131,1220,32.9,6124,0.33,3039,0.16,4026,0.22,773,0.04,11685,0.62,20140,5420,0.27
2017,10032,22226,1502,0.07,20724,19150,0.92,58322,40024,42260,1939,2003,1159,1224,32.6,6401,0.33,3198,0.17,4373,0.23,850,0.04,11631,0.61,20724,5298,0.26
2018,10032,22574,1352,0.06,21222,19480,0.92,59336,46633,48064,0,2005,1219,1256,31.2,6598,0.34,3300,0.17,4309,0.22,911,0.05,11936,0.61,21222,4825,0.23
2019,10032,22769,1543,0.07,21226,19276,0.91,57573,51197,51829,0,2006,1239,1254,30.5,6516,0.34,3198,0.17,4428,0.23,844,0.04,11749,0.61,21226,4727,0.22
2020,10032,23439,1625,0.07,21814,19701,0.9,53801,50719,50719,0,2010,1296,1296,31.5,7372,0.37,3629,0.18,4242,0.22,846,0.04,11283,0.57,21814,4520,0.21
2012,10033,20533,1133,0.06,19400,17265,0.89,51284,36359,40986,1939,1998,1116,1258,34.7,5232,0.3,4327,0.25,1795,0.1,343,0.02,11435,0.66,19400,4778,0.25
2013,10033,20320,1066,0.06,19254,17052,0.89,52724,37396,41546,1939,1999,1160,1289,34.8,5221,0.31,4179,0.25,1696,0.1,356,0.02,11407,0.67,19254,4758,0.25
2014,10033,20581,986,0.05,19595,17540,0.9,54896,39594,43286,1939,2000,1225,1339,33.5,5755,0.33,4309,0.25,1819,0.1,435,0.02,11659,0.66,19595,4717,0.24
2015,10033,20484,936,0.05,19548,17545,0.9,54628,40305,44011,1939,2001,1240,1354,33.6,6232,0.36,4286,0.24,1799,0.1,450,0.03,11621,0.66,19548,4776,0.24
2016,10033,20382,956,0.05,19426,17331,0.89,53744,41671,44936,1939,2002,1294,1395,33.5,6408,0.37,4336,0.25,1859,0.11,461,0.03,11386,0.66,19426,4687,0.24
2017,10033,20654,1068,0.05,19586,17546,0.9,55220,48236,50930,1939,2002,1341,1416,31,6413,0.37,4413,0.25,1971,0.11,449,0.03,11515,0.66,19586,4413,0.23
2018,10033,20794,1142,0.06,19652,17598,0.9,54358,55034,56723,0,2003,1412,1455,29.8,6684,0.38,4535,0.26,2140,0.12,570,0.03,11275,0.64,19652,3872,0.2
2019,10033,21063,1230,0.06,19833,17618,0.89,52616,57914,58628,0,2004,1460,1478,29.4,6840,0.39,4820,0.27,2010,0.11,560,0.03,11186,0.63,19833,3572,0.18
2020,10033,21007,1318,0.07,19689,17223,0.87,52123,60398,60398,0,2006,1502,1502,28.7,6685,0.39,4612,0.27,1694,0.1,664,0.04,10994,0.64,19689,3201,0.16
2012,10034,15952,894,0.06,15058,13699,0.91,38158,40346,45480,1939,2001,1084,1222,30.1,4584,0.33,3122,0.23,1555,0.11,308,0.02,9075,0.66,15058,3223,0.21
2013,10034,15884,917,0.06,14967,13626,0.91,38667,38313,42565,1939,2001,1102,1224,30.7,4453,0.33,3326,0.24,1423,0.1,360,0.03,8841,0.65,14967,3506,0.23
2014,10034,16138,886,0.06,15252,13882,0.91,39761,38984,42619,1939,2002,1144,1251,30.7,4318,0.31,3350,0.24,1158,0.08,396,0.03,9210,0.66,15252,3648,0.24
2015,10034,16245,783,0.05,15462,14066,0.91,40529,39085,42679,1939,2003,1159,1266,30.1,4456,0.32,3521,0.25,1241,0.09,464,0.03,9045,0.64,15462,3794,0.25
